player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Bernd Leno,GER,GK,Arsenal,29,1992,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,687.0,287.0,8.0,8.0,100.0,12.0,12.0,100.0,8.0,14.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,14.0,4.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,29.0,35.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,22.0,104.0,42.0,0.0,0.0,0.0,23.0,23.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Victor Lindelöf,SWE,DF,Manchester Utd,27,1994,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0.22,0.22,0.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52.0,84.6,974.0,402.0,12.0,12.0,100.0,26.0,28.0,92.9,6.0,12.0,50.0,0.8,1.0,4.0,2.0,0.0,5.0,52.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,10.0,10.0,39.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,0.0,68.0,17.0,41.0,31.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,40.0,354.0,259.0,2.0,0.0,0.0,46.0,46.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,100.0
Valentino Livramento,ENG,DF,Southampton,18,2002,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,52.0,73.1,628.0,181.0,22.0,25.0,88.0,12.0,18.0,66.7,4.0,7.0,57.1,0.0,0.0,3.0,1.0,1.0,3.0,42.0,10.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,14.0,12.0,5.0,32.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,3.0,5.0,60.0,2.0,12.0,0.0,0.0,8.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,0.0,71.0,5.0,24.0,34.0,19.0,1.0,61.0,1.0,3.0,33.3,1.0,0.0,39.0,329.0,190.0,7.0,4.0,1.0,30.0,28.0,93.3,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,100.0
Hugo Lloris,FRA,GK,Tottenham,34,1986,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,847.0,675.0,3.0,3.0,100.0,1.0,1.0,100.0,13.0,23.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,21.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,11.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,ARG,FW,Tottenham,25,1996,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,44.4,36.0,2.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,6.0,9.0,1.0,15.0,1.0,2.0,50.0,2.0,0.0,14.0,14.0,4.0,0.0,0.0,0.0,11.0,10.0,90.9,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Sean Longstaff,ENG,MF,Newcastle Utd,23,1997,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,96.0,10.0,2.0,3.0,66.7,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matthew Lowton,ENG,DF,Burnley,32,1989,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,62.8,565.0,277.0,12.0,13.0,92.3,9.0,11.0,81.8,6.0,17.0,35.3,0.0,1.0,4.0,1.0,0.0,5.0,34.0,9.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,16.0,10.0,17.0,3.0,31.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,25.0,2.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,54.0,2.0,13.0,21.0,20.0,0.0,45.0,0.0,1.0,0.0,1.0,0.0,29.0,148.0,82.0,7.0,0.0,0.0,29.0,29.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,33.3
Alexis Mac Allister,ARG,MF,Brighton,22,1998,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,0.2,0.2,0.0,1.05,0.0,1.05,1.05,1.05,0.2,1.0,1.0,0.0,100.0,6.0,6.0,1.0,1.0,0.17,0.8,0.8,3.0,4.0,75.0,35.0,8.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
James Maddison,ENG,MF,Leicester City,24,1996,1.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.36,0.36,0.0,0.36,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,68.0,298.0,88.0,7.0,11.0,63.6,9.0,10.0,90.0,1.0,4.0,25.0,-0.2,1.0,3.0,1.0,0.0,2.0,24.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,2.0,5.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,9.0,1.0,11.1,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,2.0,18.0,9.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,23.0,117.0,51.0,3.0,1.0,0.0,22.0,18.0,81.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Harry Maguire,ENG,DF,Manchester Utd,28,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,39.0,45.0,86.7,854.0,279.0,12.0,13.0,92.3,19.0,22.0,86.4,8.0,9.0,88.9,0.0,0.0,2.0,0.0,0.0,0.0,43.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,6.0,11.0,31.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,4.0,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,56.0,5.0,34.0,26.0,3.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,36.0,374.0,294.0,9.0,2.0,0.0,39.0,39.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,100.0
Riyad Mahrez,ALG,FW,Manchester City,30,1991,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.44,0.02,0.46,0.44,0.46,0.9,2.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.19,-0.4,-0.4,30.0,35.0,85.7,461.0,126.0,19.0,22.0,86.4,8.0,9.0,88.9,2.0,3.0,66.7,0.0,1.0,1.0,1.0,1.0,0.0,33.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,27.0,2.0,6.0,30.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.62,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,60.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,15.0,28.0,6.0,42.0,1.0,1.0,100.0,1.0,0.0,36.0,235.0,157.0,7.0,0.0,2.0,41.0,33.0,80.5,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Sadio Mané,SEN,FW,Liverpool,29,1992,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.21,0.15,0.36,0.21,0.36,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.07,-0.2,-0.2,19.0,31.0,61.3,291.0,75.0,13.0,15.0,86.7,4.0,10.0,40.0,2.0,4.0,50.0,-0.2,3.0,2.0,3.0,1.0,3.0,31.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,3.0,4.0,7.0,21.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,17.0,5.0,29.4,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,2.0,18.0,26.0,9.0,44.0,1.0,2.0,50.0,1.0,0.0,32.0,183.0,91.0,7.0,1.0,2.0,55.0,39.0,70.9,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,75.0
Fernando Marçal,BRA,DF,Wolves,32,1989,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,53.0,81.1,916.0,274.0,17.0,18.0,94.4,20.0,24.0,83.3,6.0,8.0,75.0,-0.1,1.0,2.0,2.0,1.0,5.0,46.0,7.0,1.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,31.0,13.0,9.0,41.0,4.0,1.0,6.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,4.0,21.1,12.0,5.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,61.0,1.0,19.0,30.0,17.0,1.0,55.0,1.0,1.0,100.0,1.0,0.0,35.0,181.0,120.0,6.0,3.0,1.0,40.0,38.0,95.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Solly March,ENG,"MF,DF",Brighton,27,1994,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.09,0.14,0.05,0.14,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.05,-0.1,-0.1,35.0,40.0,87.5,590.0,230.0,21.0,22.0,95.5,10.0,11.0,90.9,4.0,6.0,66.7,-0.1,3.0,0.0,1.0,1.0,3.0,36.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,31.0,1.0,8.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,25.0,7.0,2.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,14.0,15.0,23.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,35.0,144.0,86.0,6.0,0.0,1.0,46.0,35.0,76.1,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Pablo Marí,ESP,DF,Arsenal,27,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.31,0.0,0.31,0.31,0.31,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31,-0.3,-0.3,50.0,57.0,87.7,1152.0,336.0,11.0,14.0,78.6,28.0,30.0,93.3,11.0,12.0,91.7,0.0,0.0,7.0,0.0,0.0,5.0,56.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,7.0,44.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,2.0,50.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,70.0,6.0,33.0,42.0,2.0,1.0,69.0,2.0,2.0,100.0,2.0,0.0,45.0,270.0,145.0,3.0,0.0,0.0,47.0,47.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,66.7
Anthony Martial,FRA,FW,Manchester Utd,25,1995,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,107.0,16.0,2.0,2.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,1.0,0.0,7.0,2.0,2.0,100.0,2.0,0.0,6.0,44.0,24.0,2.0,0.0,0.0,12.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martinelli,BRA,FW,Arsenal,20,2001,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.17,0.08,0.25,0.17,0.25,0.8,1.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.13,-0.1,-0.1,10.0,14.0,71.4,135.0,21.0,4.0,4.0,100.0,5.0,8.0,62.5,0.0,1.0,0.0,-0.1,2.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,13.0,3.0,23.1,3.0,4.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,1.0,2.0,11.0,12.0,3.0,22.0,0.0,1.0,0.0,0.0,0.0,14.0,51.0,21.0,1.0,1.0,0.0,23.0,17.0,73.9,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0
Emiliano Martínez,ARG,GK,Aston Villa,28,1992,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,90.9,862.0,542.0,2.0,2.0,100.0,18.0,18.0,100.0,10.0,13.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,7.0,2.0,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,32.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,14.0,39.0,27.0,0.0,0.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Adam Masina,MAR,DF,Watford,27,1994,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,42.0,61.9,646.0,327.0,5.0,6.0,83.3,14.0,21.0,66.7,7.0,15.0,46.7,0.0,0.0,1.0,0.0,0.0,3.0,34.0,8.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,20.0,22.0,6.0,3.0,7.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,48.0,7.0,28.0,19.0,3.0,0.0,40.0,2.0,2.0,100.0,2.0,0.0,23.0,114.0,37.0,2.0,1.0,0.0,23.0,23.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,1.0,83.3
Jean-Philippe Mateta,FRA,FW,Crystal Palace,24,1997,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,68.0,6.0,7.0,9.0,77.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21.4,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,3.0,11.0,1.0,0.0,11.0,2.0,2.0,100.0,2.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,21.0,9.0,42.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,83.3
